ID,Age,Ethnicity,Education,Income,Gender,Gender_4_TEXT,Party,Sup_MP1_1,Jus_MP1_1,Like_MP1_1,Sup_MP2_1,Jus_MP2_1,Like_MP2_1,Sup_MP3_1,Jus_MP3_1,Like_MP3_1,Sup_MP4_1,Jus_MP4_1,Like_MP4_1,Sup_MP5_1,Jus_MP5_1,Like_MP5_1,Sup_OG1_1,Jus_OG1_1,Like_OG1_1,Sup_OG2_1,Jus_OG2_1,Like_OG2_1,Sup_OG3_1,Jus_OG3_1,Like_OG3_1,Sup_OG4_1,Jus_OG4_1,Like_OG4_1,Sup_OG5_1,Jus_OG5_1,Like_OG5_1,Sup_IP1_1,Jus_IP1_1,Like_IP1_1,Sup_IP2_1,Jus_IP2_1,Like_IP2_1,Sup_IP3_1,Jus_IP3_1,Like_IP3_1,Sup_IP4_1,Jus_IP4_1,Like_IP4_1,Sup_IP5_1,Jus_IP5_1,Like_IP5_1,Comp,Comment,Condition,Comprehend
R_2R35IurjCwKCTDV,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,100,75,100,68,67,59,6,50,50,75,78,75,58,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_3oSXoRIFuDaS31v,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99,100,75,75,80,100,100,100,1,1,49,43,46,49,Democratic Party,enjoyed  thanks,Ingroup-P Condition,Pass
R_22Lc8chY6LrekDx,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,91,91,91,21,2,21,82,84,80,60,60,61,51,1,52,,,,,,,,,,,,,,,,Democratic Party,none,Actual-P Condition,Pass
R_1ilMVrIXxFr1byA,18-34,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,68,78,84,41,49,41,39,32,26,14,37,17,31,33,11,,,,,,,,,,,,,,,,Democratic Party,none.,Actual-P Condition,Pass
R_1CBA6MYyf8SGKjK,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,21,36,30,56,65,69,19,15,22,10,7,5,31,36,44,,,,,,,,,,,,,,,,Republican Party,none thanks,Actual-P Condition,Pass
R_1inhjearfZWkZPn,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,99,98,99,99,99,100,100,99,97,98,99,100,97,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no but thanks,Meta-P Condition,Pass
R_1doYf4TwMKmF2jA,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,87,87,90,89,90,89,36,38,33,18,32,32,80,80,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_06v7rvqCA5ZOqCB,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,78,79,79,81,79,77,89,88,82,89,97,90,84,74,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no,Meta-P Condition,Pass
R_2tAyBeOyDeNku6B,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,28,29,71,71,71,50,50,1,50,50,51,24,26,25,Republican Party,none,Ingroup-P Condition,Pass
R_24cO9k23qKUMDJ1,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,59,30,72,83,50,82,7,8,10,62,50,70,Republican Party,,Ingroup-P Condition,Pass
R_sGQ3oeJAHg9oxGx,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,29,59,58,55,62,65,65,57,64,30,62,40,47,59,Democratic Party,NO,Ingroup-P Condition,Pass
R_33lu2tUx4bkPtPt,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Democrat,100,100,100,100,100,100,100,100,100,100,92,93,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,NO,Meta-P Condition,Pass
R_3OpGiTAxiNXxtVi,35-54,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Democrat,79,80,82,79,40,70,88,77,78,85,79,78,73,70,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,"No, but I appreciate the opportunity! ",Meta-P Condition,Pass
R_1QaU8ygQ8y783u7,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,92,90,92,91,81,91,60,71,71,82,82,82,100,100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,none,Meta-P Condition,Pass
R_UWH3SZwoGv6BcGJ,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,86,90,86,90,91,90,24,24,20,92,92,92,82,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,No I enjoyed the survey.,Meta-P Condition,Pass
R_1HcOchwOOicrceE,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,It seems Democrats oppose anything that the Republicans try to get passed.,Meta-P Condition,Pass
R_2VyccAaeIAOqL6d,18-34,Non-Hispanic White,Some College (No Degree),$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,1,3,1,73,1,73,76,100,100,74,14,100,50,1,70,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_3Rk04NjrOgfWPh3,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,20,30,20,100,100,100,20,19,82,81,81,80,Democratic Party,,Ingroup-P Condition,Pass
R_2zFK4ldmTEImsC5,55+,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,74,74,75,97,91,91,99,100,100,84,87,89,100,76,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,None,Meta-P Condition,Pass
R_ymYLpdrOk7plMQ1,18-34,Non-Hispanic White,College Degree,$50K - $100K,Female,,Republican,100,100,100,100,62,100,1,1,1,100,100,100,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2dmTL8gq6SfzUw7,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,83,41,86,72,65,56,50,69,69,69,50,58,80,39,80,,,,,,,,,,,,,,,,Democratic Party,none,Actual-P Condition,Pass
R_2OSAHPl120KUrdp,35-54,Non-Hispanic White,Some College (No Degree),$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,89,84,90,1,1,1,61,63,67,55,59,56,Democratic Party,I think this survey is biased,Ingroup-P Condition,Pass
R_2Qg6DDQIsz7cZyt,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,62,60,68,42,33,49,1,1,25,23,32,23,,,,,,,,,,,,,,,,Republican Party,no,Actual-P Condition,Pass
R_3L09Yh71RQ83ioI,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,93,99,96,100,100,97,96,97,26,29,34,1,53,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_Xp2WoFDAbXeI0Lv,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,20,65,92,93,95,41,40,35,42,44,42,65,44,43,Republican Party,,Ingroup-P Condition,Pass
R_1o1NxikB3dD8fUU,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,52,40,1,,,,,,,,,,,,,,,,Democratic Party,No,Actual-P Condition,Pass
R_Xhw6aJFtwxBq7yF,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,61,33,58,1,19,13,58,60,56,1,1,17,1,1,11,,,,,,,,,,,,,,,,Democratic Party,Great survey thanks,Actual-P Condition,Pass
R_3PohennHrg9VNew,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,78,26,75,63,94,73,88,62,68,92,84,91,32,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,none.,Meta-P Condition,Pass
R_3iqa1Cfz60LG1fH,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,87,88,30,29,28,17,18,15,100,99,98,94,91,93,Democratic Party,thanks,Ingroup-P Condition,Pass
R_z5LJ5ieEvWfxwel,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,71,71,71,21,31,9,72,70,72,73,30,73,40,70,41,,,,,,,,,,,,,,,,Democratic Party,It was very interesting and sheds more light on why the parties stay so divided. ,Actual-P Condition,Pass
R_1dsp2v1Fxy9XEck,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,73,78,81,70,70,73,75,81,82,3,1,5,74,72,64,,,,,,,,,,,,,,,,Republican Party,No,Actual-P Condition,Pass
R_3mklszNxA3M1qvZ,35-54,Non-Hispanic White,Some College (No Degree),$50K - $100K,Female,,Democrat,100,100,100,100,100,100,91,87,88,86,100,94,65,64,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no thanks,Meta-P Condition,Pass
R_3nVgmxET1QQIkBY,35-54,Non-Hispanic White,Some College (No Degree),$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,87,86,83,85,83,92,88,95,94,76,75,80,81,81,Democratic Party,,Ingroup-P Condition,Pass
R_sdsLT2cXaZUgjMl,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,91,96,100,90,95,87,20,9,1,82,92,100,57,57,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,NO,Meta-P Condition,Pass
R_prWDqrL1t8vE2Nb,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,100,100,100,83,83,84,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_12LMcVXyEYUtqWu,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,94,100,100,100,100,50,50,49,Democratic Party,Both parties need to work together.,Ingroup-P Condition,Pass
R_1mUzks2YhGpw1E3,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,100,92,37,46,29,87,96,92,54,60,66,84,72,77,Republican Party,,Ingroup-P Condition,Pass
R_26a5uC6xI5FD2oD,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,1,1,1,100,100,100,,,,,,,,,,,,,,,,Republican Party,It was interesting. Thank you,Actual-P Condition,Pass
R_1ocXFcI8maALMve,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,77,82,27,29,21,85,100,73,100,100,97,88,88,88,Democratic Party,none,Ingroup-P Condition,Pass
R_1Eg47fFyae1BVwZ,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,100,100,100,100,100,100,3,3,1,1,1,1,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_3rGRKGu9dQoqxVm,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,97,95,50,55,50,90,85,89,94,94,82,91,93,90,Democratic Party,,Ingroup-P Condition,Pass
R_32PcArLmQCeSHcy,18-34,Non-Hispanic White,College Degree,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,92,100,1,1,1,23,21,14,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1MLGUdDLwDggGKO,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,84,66,70,63,53,59,58,55,55,58,52,57,52,52,59,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_2cdYuJiMZyJY0wQ,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,81,100,82,73,100,1,100,100,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,Republican Party,I hope none of those scenarios were true.  ,Actual-P Condition,Pass
R_3qywImewW6vppuH,35-54,Non-Hispanic White,Graduate Degree,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,Republican Party,Interesting survey. Enjoyed it. ,Actual-P Condition,Pass
R_1mEP01WOvvmhm6m,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,1,1,100,100,100,1,1,1,100,100,100,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_3QK8y5KHHdFRs8d,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,72,70,70,32,72,75,41,3,1,12,30,32,62,71,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_1opSDhNIFztgYzW,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,71,60,72,71,72,73,85,21,80,80,1,20,51,50,61,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1N9ZNrr3IhCxNct,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,100,100,100,81,100,71,61,70,100,92,92,92,81,81,Democratic Party,,Ingroup-P Condition,Pass
R_A1BjwFXtKr3xo0V,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,57,61,53,100,100,100,92,79,80,94,77,100,Democratic Party,,Ingroup-P Condition,Pass
R_3iOr61jOQsv4jEc,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,70,62,70,78,72,70,69,47,78,41,60,71,64,50,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_3oSJ2MxuN5OG1Cb,55+,Non-Hispanic White,College Degree,$100K - $200K,Female,,Republican,95,100,99,84,82,77,22,76,72,79,79,77,34,61,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,No,Meta-P Condition,Pass
R_3s4HZBQo415E7hl,55+,Non-Hispanic White,Graduate Degree,$100K - $200K,Female,,Republican,,,,,,,,,,,,,,,,100,100,100,81,81,83,100,100,100,69,74,70,61,62,62,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_2EsMWS4Mzr8VXo8,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,64,82,73,40,8,1,76,72,73,43,34,31,43,31,42,,,,,,,,,,,,,,,,Democratic Party,what do they want to do change the highway name every time,Actual-P Condition,Pass
R_QhMchd7pXacEH97,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,82,79,25,38,61,81,40,100,45,56,38,65,14,43,32,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_10DCPeObOwijlOu,55+,Non-Hispanic White,Some College (No Degree),$100K - $200K,Female,,Democrat,,,,,,,,,,,,,,,,76,81,79,1,1,1,100,99,99,1,1,1,76,78,79,,,,,,,,,,,,,,,,Republican Party,no,Actual-P Condition,Pass
R_2wHJTSEMh1fKV9h,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Democrat,61,80,51,100,92,100,50,1,1,50,50,49,50,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no comments,Meta-P Condition,Pass
R_Unl43S0wXMLq95D,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,75,71,80,81,92,100,87,89,79,50,43,36,77,83,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,No,Meta-P Condition,Pass
R_12yj9PWMticAmWG,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,100,99,100,45,31,28,92,100,100,35,,100,,42,,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_OllE1MaxAiQLTix,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,Very good survey!,Meta-P Condition,Pass
R_2roSoikcHWuF6VM,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,1,1,2,1,1,1,10,1,1,2,75,4,5,4,5,,,,,,,,,,,,,,,,Republican Party,No,Actual-P Condition,Pass
R_1g1O0nNsg1NAEoN,18-34,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,33,32,38,21,50,82,78,90,85,75,67,69,76,76,Democratic Party,,Ingroup-P Condition,Pass
R_2AEUl2gJestoQuU,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,90,87,91,100,100,100,99,97,95,96,100,95,97,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_3EXOrv4cNPQWSMZ,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,74,92,1,1,1,82,70,92,30,10,61,31,1,30,Republican Party,,Ingroup-P Condition,Pass
R_2VKJsnohS8lzfwQ,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,100,100,98,93,96,96,100,95,90,95,89,90,96,96,96,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_2AHn7EPmAwhlDrs,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,81,82,71,73,77,100,81,100,81,72,83,1,25,1,Democratic Party,I enjoyed it.,Ingroup-P Condition,Pass
R_1n24MvcNRZdzTKR,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,94,82,83,49,48,49,92,92,93,1,1,1,10,10,10,,,,,,,,,,,,,,,,Democratic Party,not for now,Actual-P Condition,Pass
R_D1MHYqXG9xEcwrn,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,99,97,100,28,1,36,100,100,100,1,15,1,45,63,56,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_2uwVB91rIjpzoYX,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,9,75,77,70,72,67,76,68,72,73,50,50,49,Democratic Party,no,Ingroup-P Condition,Pass
R_3h4qrOU4fLPZmGv,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,86,76,88,97,12,94,87,71,73,80,30,100,76,79,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,None at this time,Meta-P Condition,Pass
R_1gBygx0bf7Momxf,55+,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Democrat,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,93,100,1,5,1,100,100,100,,,,,,,,,,,,,,,,Republican Party,Have to get back to doing the right thing despite the party,Actual-P Condition,Pass
R_UbjKPaVm5gWukJX,55+,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Republican,100,100,100,100,100,100,1,1,11,90,93,100,92,89,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,no if I start talking about liberals I will be typing for hours,Meta-P Condition,Pass
R_1NyIqOZxTd6SRPR,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,71,31,70,94,89,91,92,94,100,78,87,100,6,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,Interesting,Meta-P Condition,Pass
R_2CkOayjvpKhcw92,18-34,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,17,1,50,1,1,1,1,1,1,15,1,,,,,,,,,,,,,,,,Republican Party,Very biased survey,Actual-P Condition,Pass
R_1hZnPKZC6zrPceV,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,81,80,79,100,100,100,81,82,86,77,34,51,83,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2vZdpUEHWAedwTa,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,100,1,100,1,1,49,50,1,1,1,1,49,1,1,1,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_W7E3zwZ6WFYgE8N,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,92,73,93,34,30,33,1,73,81,90,59,84,Democratic Party,No,Ingroup-P Condition,Pass
R_3E2ims1i2Q7BFD3,18-34,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Republican,76,69,77,100,100,100,100,67,92,100,100,100,11,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,I enjoyed the survey.,Meta-P Condition,Pass
R_3V34mizCiVXMevn,35-54,Non-Hispanic White,Graduate Degree,$100K - $200K,Male,,Republican,100,98,100,100,100,100,99,100,98,100,98,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,"it is very important servey so i lie this survey very much,",Meta-P Condition,Pass
R_V5cy7g9m2caT0Pv,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,7,29,21,100,96,3,18,9,21,30,18,21,25,20,16,,,,,,,,,,,,,,,,Republican Party,No,Actual-P Condition,Pass
R_2QKRms1ehKtO4Hm,35-54,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,97,96,87,80,80,88,91,87,89,81,100,88,92,100,Democratic Party,Fun survey,Ingroup-P Condition,Pass
R_3JLESVdDRC8wfS4,55+,Non-Hispanic White,Some College (No Degree),$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,42,1,36,35,35,40,31,31,43,1,42,52,49,Democratic Party,,Ingroup-P Condition,Pass
R_2OOn7zQwCNomwY7,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Democrat,83,92,80,89,80,74,99,86,100,93,96,96,11,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_d0YpZDAj9rOeF6V,18-34,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Male,,Republican,,,,,,,,,,,,,,,,20,32,17,13,19,14,50,50,48,27,32,20,35,28,9,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_SZTJKtINi7eTUdj,55+,Non-Hispanic White,Some College (No Degree),$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,31,40,40,82,82,82,61,62,82,Democratic Party,No,Ingroup-P Condition,Pass
R_3oL6aH1HZScXXuD,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2EAVFuvKouPURX6,35-54,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,65,65,54,54,58,71,72,76,64,67,70,63,62,59,Democratic Party,,Ingroup-P Condition,Pass
R_1DBSf7Bc9iDOvLK,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,99,1,5,68,14,67,100,1,1,75,75,16,35,59,58,,,,,,,,,,,,,,,,Democratic Party,none,Actual-P Condition,Pass
R_1g5w5l3dLaByB7c,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,41,42,35,36,42,36,42,39,35,39,29,41,40,42,Democratic Party,,Ingroup-P Condition,Pass
R_cAu7ZLjpLiEKiFr,55+,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,50,50,58,100,100,100,4,7,6,50,54,50,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_qPb408N8EPDW3Bv,35-54,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,100,100,100,86,82,86,73,71,76,86,90,90,84,84,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_1kZ95Pk3430V9b0,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,100,100,89,100,92,2,7,9,1,10,1,99,96,84,Democratic Party,,Ingroup-P Condition,Pass
R_3CEibIgUAq2F8n6,35-54,Non-Hispanic White,College Degree,$100K - $200K,Male,,Republican,98,92,16,100,93,30,98,100,30,100,100,20,100,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,its very satisfied the moment so we are very happynees,Meta-P Condition,Pass
R_d6bqQPZFbsK0whz,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,88,28,87,79,50,78,9,58,30,87,60,40,50,68,42,,,,,,,,,,,,,,,,Democratic Party,none,Actual-P Condition,Pass
